id,paragraphs
351,rhaenyra therefore raised expecting one day sit iron throne becoming somewhat pampered arrogant though also receiving education government befitting heir throne early age rhaenyra regularly sat foot iron throne father held royal court father also regularly brought meeting small council precocious young girl childhood known realm delight year mother died rhaenyra also become dragonrider claiming syrax mount one rhaenyra personal tic also tended nervously play hand ring thinking
352,appearance
353,– watch ended mentioned
354,history lore – red keep illustrated
355,history lore – kingsguard bronn mentioned
356,history lore – death king illustrated
357,– dance dragon mentioned
358,history lore – dance dragon illustrated
359,history lore – hand king mentioned indirectly
360,conquest rebellion animated history seven kingdom – last dragon mentioned indirectly
361,– heir dragon
362,– rogue prince
363,– second name
364,– king narrow sea
365,– light way
366,– princess queen
367,– driftmark
368,– lord tide
369,– green council mentioned
370,– black queen
371,reference
372,↑ 1 0 1 1 house dragon season 1 episode 3 second name
373,↑ house dragon season 1 episode 8 lord tide
374,↑ 3 0 3 1 house dragon season 1 episode 10 black queen
375,↑ house dragon official website hbo series hbo com
376,↑ 5 0 5 1 5 2 5 3 5 4 5 5 5 6 house dragon season 1 episode 1 heir dragon
377,↑ 6 0 6 1 6 2 6 3 6 4 6 5 house dragon season 1 episode 2 rogue prince
378,↑ 7 0 7 1 house dragon season 1 episode 4 king narrow sea
379,↑ house dragon season 1 episode 5 light way
380,↑ game throne season 3 episode 4 watch ended
381,↑ http www hbo com house dragon character guide rhaenyra targaryen
382,↑ game throne house dragon inside creation targaryen dynasty
383,note
384,↑ viserys state rhaenyra 15 year old rogue prince take place 112 ac heir dragon take place earlier 112 ac episode 14 according emily carey interview insider popsugar metacritic therefore born 97 ac book alicent hightower age rhaenyra according interview previously linked
385,↑ high valyrian rhaenyra targārien
386,external link
387,rhaenyra targaryen wiki ice fire major spoiler house dragon power people allow take
388,―mysaria
389,mysaria brothel proprietor information broker former prostitute slave alias white worm lead network spy informant active king landing
390,biography
391,background
392,originally slave essos mysaria eventually found westeros worked way rank criminal underbelly king landing become trusted ally prince daemon targaryen 1 well paramour 2 3
393,house dragon season 1
394,chastised king viserys small council extreme action city watch daemon go visit mysaria worry prevent completing lovemaking mysaria comfort reminding viserys replace 2
395,death queen aemma prince baelon mysaria congratulates daemon king sole heir proposes toast gold cloak listen daemon make speech 2
396,daemon sent away king landing viserys mysaria accompanies go ride caraxes 2 join daemon dragonstone occupies 3
397,daemon steal dragon egg mysaria present confrontation otto hightower upon learning daemon falsely announced without knowledge wed pregnant mysaria storm return castle daemon return confronts lie reminding swore protect using pawn game putting danger tell came desire gold power station simply liberated fear leaf 3
398,following year mysaria pick new profession build spy network street king landing donning alias white worm one night one spy see prince daemon princess rhaenyra pleasure den together informs find daemon unconscious hungover watch wake paying spy reporting information otto hightower daemon wake give something help greensickness refuse help common whore satisfied daemon safe mysaria leaf 4
399,year later following king viserys last supper member faction house targaryen talya delivers information royal family mysaria 5
400,understanding king viserys soon perish mysaria arranges kidnap prince aegon taking advantage inebriated state hidden beneath altar grand sept sends collaborator jayne offer location missing prince arryk erryk cargyll demand meeting hand king ser otto acquiesces two meet outside pot shop mysaria take gold brought ser otto demand crown bring establishment flea bottom exploit poor child forcing fight ring prostitution also throw subtle barb otto know manipulation pushing aegon towards throne could easily killed reminds otto common people discounted powerful force otto seems take word heart mysaria manse later set fire agent lord confessor larys strong approval queen alicent hightower 6
401,personality
402,mysaria strong willed cunning abuse child flea bottom 7
403,quote
404,sold property time care count beginning homeland longer recall year spent living terror
405,―mysaria daemon targaryen
406,mysaria come service wanting gold power station came liberated
407,daemon liberated
408,mysaria fear
409,— mysaria daemon targaryen src
410,behind scene
411,mysaria revealed recurring character house dragon december 8 2020 february 11 2021 hbo announced sonoya mizuno signed series character breakdown read follows
412,came westeros nothing sold time recall could wilted instead rose become trusted – unlikely – ally prince daemon targaryen heir throne
413,―hbo
414,book
415,world ice fire fire blood mysaria dancer lys prince daemon met brothel king landing soon became lover collaborator lithe lissome youth age thickened body described albino hence among reason derogatory nickname misery white worm
416,king viserys declared rhaenyra rightful heir furious daemon left dragonstone took mysaria remained six month time mysaria became pregnant daemon learned pregnancy gave dragon egg infuriated viserys viserys commanded return egg send whore away return lawful wife else attainted traitor daemon reluctantly obeyed
417,mysaria sent eggless back lys miscarried child storm narrow sea daemon heard spoke syllable grief heart hardened brother
418,tv version house dragon changed make asian appearance apparently slave passed along shipping lane yi ti leng east perhaps descendant slave east tv mysaria say simply remember original homeland thus may born slavery
419,appearance
420,history lore – dance dragon mentioned indirectly
421,– heir dragon
422,– rogue prince
423,– king narrow sea
424,– light way mentioned
425,– lord tide
426,– green council
427,reference
428,↑ house dragon official website hbo series hbo com
429,↑ 2 0 2 1 2 2 2 3 house dragon season 1 episode 1 heir dragon
430,↑ 3 0 3 1 3 2 house dragon season 1 episode 2 rogue prince
431,↑ house dragon season 1 episode 4 king narrow sea
432,↑ house dragon season 1 episode 8 lord tide
433,↑ house dragon season 1 episode 9 green council
434,↑ http www hbo com house dragon character guide mysaria
435,external link
436,mysaria wiki ice fire major spoiler house dragon king council long rued position next line throne dream pray might seems easily replaced
437,―daemon targaryen
438,prince daemon targaryen n 2 prince targaryen dynasty younger brother king viserys targaryen uncle queen rhaenyra targaryen later becomes second husband king consort
439,peerless warrior also dragonrider mount caraxes blood wyrm
440,biography
441,background
442,daemon grandson jaehaerys targaryen younger brother king viserys heir presumptive iron throne ser otto hightower hand king considers daemon greatest threat realm 3 rider dragon caraxes older dragon known blood wyrm experienced skilled fighter wields dark sister valyrian steel sword grandfather great aunt visenya targaryen unlike older brother daemon despite great cunning unpredictable impulsive rogue
443,great council 101 ac viserys chosen lord westeros successor king jaehaerys whose health begun fail lost son first nine year brother reign daemon served small council master law later master coin however removed office time insistence otto hightower rivalry daemon otto continued hand saw prince threat ever become king possibly second maegor cruel daemon turn saw otto dishonorable leech wanted rise high could get since status second son would allow inherit anything council sided otto conflict daemon always defended brother
444,point king viserys arranged marriage younger brother wedding rhea royce lady runestone neither party happy match daemon disparagingly referring wife bronze bitch
445,daemon personal coat arm feature three headed red dragon house targaryen adorned golden scale within border golden fire helmet forged valyrian steel adorned head wing dragon 4
446,house dragon season 1
447,daemon return king landing following journey niece rhaenyra greets red keep throne room sitting iron throne gift travel present necklace made valyrian steel fastens upon daemon wielding valyrian steel sword dark sister claim small piece heritage 1
448,night lead city watch king landing ruthless show force gathering city criminal administering brutal summary justice daemon personally beheads accused murderer dark sister small council meeting next day daemon accosted otto mass violence inflicted daemon defends action necessary measure ensure safety nobility arriving viserys tournament otto insinuates could perhaps show dedication showed city watch towards wife leading daemon insult otto late wife retaliation argument escalate viserys defuses tension reminding daemon another similar show force tolerated 1
449,making love mistress mysaria daemon grows frustrated treatment given viserys member small council mysaria soothes irritation reminds given power reputation viserys easily replace 1
450,heir tournament daemon competes represent house targaryen quickly prof worth skilled fighter even taking chance mock otto defeating son gwayne earning daughter alicent favor however defeated joust ser criston minor house cole enraged demand squire deliver dark sister continues battle duel though initially gain upper hand criston defeat daemon turn back leading daemon storm 1
451,queen aemma dy attempt save child baelon well child death shortly daemon present funeral though plainly see rhaenyra anger towards viserys daemon urge support nonetheless believing need ever small council meeting later daemon watch council unseen shadow hearing otto insistence heir iron throne lest become second maegor cruel time later host officer city watch brothel raise toast late nephew baelon 1
452,daemon later summoned viserys great hall brother question naming baelon heir day seeing brother anger daemon insists way showing grief viserys becomes furious neglected comfort rhaenyra family tragedy daemon retaliates stating ever tried cast away sending vale making commander city watch instead hand king viserys grows angrier notion daemon belief inherently become hand brother viserys say otto better hand could ever leading daemon call brother weak insult small council leech plainly know well viserys disinherits heir order return vale daemon try approach stopped kingsguard ready defend viserys leading walk away silent fury 1
453,viserys name rhaenyra new heir iron throne daemon instead dragonpit mysaria dragon caraxes angered viserys denying right throne leaf king landing mistress atop blood wyrm making way dragonstone 1
454,half year daemon take control dragonstone city watch personal army also revealed stolen dragon egg dragonpit intending place cradle child mysaria otto dispatched viserys confront dragonstone along several kingsguard otto guard daemon refuse back draw dark sister hand prompting side unsheathe weapon tension rise caraxes appears behind defend master forcing otto command guard sheathe sword 5
455,daemon personally confronted rhaenyra defied father order stay ridden syrax dragonstone knowing angry denied place viserys heir goad killing order get desire unwilling harm niece daemon relinquishes dragon egg walk back castle mysaria men inside chastises daemon lying marriage supposed pregnancy well relaying fear punished action since safe prince common whore 5
456,following viserys refusal marry daughter unwillingness help threat triarchy corlys velaryon approach daemon invite driftmark corlys speaks house velaryon ancient history relation old valyria like house targaryen well alike sense seen lesser older brother bored discussion family daemon question true reason driftmark former master ship talk looming threat crabfeeder grown powerful thanks aid free city house could crippled shipping lane stepstones fall speaking viserys weakness 5
457,daemon make clear allowed speak freely king alone corlys say help conflict could prove worth eye still seeing le brother hearing corlys state worth given made daemon agrees aid house crabfeeder 5
458,next three year come fruitless struggle daemon corlys men crabfeeder craghas drahar triarchy force continue hold stepstones control even caraxes weapon could use turn conflict favor numerous cave stepstones allow drahar men avoid dragonfire news rising defeat spread far wide leading many wonder viserys send army win brother seemingly lost war 6
459,even amongst force trust loom thin vaemond velaryon brother corlys see daemon reason losing openly question serve prince arrives war council daemon stare quietly men wonder newest plan offer bait strategic point bloodstone messenger king landing appears daemon handed letter young man read content viserys plan send 10 ship 2 000 men order help win war see brother bailing fight furiously attack messenger helmet needing restrained vaemond joffrey lonmouth corlys son laenor 6
460,using small rowboat daemon row across position bloodstone walk war torn beach fashion crude white flag wave front cave drahar emerges cave see looking sky seeing dragon ambush sends men investigate truly surrendered daemon draw dark sister offer one knee one soldier take sword inspects daemon suddenly draw dagger cut man reclaim weapon proceeds kill approaching soldier simultaneously dodge volley arrow make way closer closer edge cave causing drahar send men 6
461,though get close daemon hit three arrow forced halt charge still seeing dragon drahar order rest men surround daemon killed overwhelming number soldier laenor arrives burn away soldier dragon seasmoke saving daemon allowing velaryon force charge cut remaining soldier seasmoke blast away cliffside archer last triarchy soldier locked battle daemon spot drahar fleeing cave pursues inside moment later emerges cave holding bisected corpse crabfeeder 6
462,war daemon fly back king landing caraxes inadvertently rocking ship rhaenyra reach throne room haughtily make way viserys holding drahar hammer wearing crown offer hammer foe added iron throne viserys see crown asks style king well daemon responds named king narrow sea following victory triarchy nonetheless announces one true king brother daemon offer crown one knee viserys take command rise hugging younger brother welcoming back 7
463,celebration honor return daemon playfully argues viserys favorite mother viserys state always daemon rebellious attitude skill warrior rhaenyra approach congratulates uncle victory alicent asks daemon would like tour see new tapestry causing viserys daemon laugh uproariously silly notion 7
464,end celebration daemon meet rhaenyra asks real reason returned daemon answer returned comfort home though remains unsure truly find comfort king landing conversation attention turn rhaenyra growing ire father trying force marriage high valyrian talk marriage nothing political arrangement though rhaenyra note also death sentence woman revealing worry end like mother daemon state aemma death simply tragedy tragic world rhaenyra allow fear control life 7
465,evening outfit plan secret passage niece apartment deposited join dressed page walk around town attend theatrical performance mocking royal family watch niece reaction daemon point common people prefer half brother heir gender tell people opinion matter rhaenyra steal food merchant daemon follows city catch ser harwin strong intercept princess take brothel show pleasure flesh tension build end kissing daemon begin undress rhaenyra urge go daemon grows increasingly reluctant stop abandoning niece middle night 7
466,next morning daemon awakened mysaria offer drink help green sickness refuse reject protection mysaria informs longer prostitute tell pay room leaf leaf 7
467,back castle stopped two guard brought throne room viserys asks brother defiled daughter kick daemon deny viserys let anger rhaenyra longer heiress longer intact daemon asks wed reminds viserys promised everything wanted return viserys retort already married daemon argues ancestor aegon conqueror two wife viserys flatly refuse believing brother desire throne viserys order return legitimate wife vale never appear 7
468,daemon back vale arryn surprise wife rhea royce hunting provokes daemon approach horse rhea believing understands husband intention kill marry rhaenyra try catch bow horse arch causing young woman fall find paralyzed ground daemon check condition leaf rhea taunt one last time calling craven daemon pick stone walk towards 8
469,uninvited daemon show rhaenyra targaryen wedding take seat royal table soon gerold royce confronts prince accuses murder daemon warns prove charge informs intends go vale collect wife inheritance meet laena velaryon gaze join dance floor young woman flatters entices daemon head niece walk away dance floor try convince marry laenor rather rhaenyra challenge take dragonstone marry daemon disappears criston cole assault laenor lover 8
470,ten year later daemon life pentos family second wife laena demonstrate power dragon evening dines family wife daughter baela rhaena prince reggio haratis toast aegon conqueror offer permanent residence pentos land exchange air support triarchy laena refuse daemon grab hand informs prince think
471,meal daemon teach baela high valyrian laena join asks intends accept proposal prince want accept longer want interfere westeros plot laena reply guest refuse pawn tell wish return driftmark give birth daughter receive education deserve wish die dragonrider
472,next evening laena brings daemon news king landing tell rhaenyra given birth third son try convince return pointing go city content read book glory house laena first think husband behavior fault woman desired life wanted laena tell got used idea daemon better think
473,day later laena give birth get baby surgeon informs daemon anything except perform caesarean section without sure child alive daemon asks mother survive surgeon say daemon make decision realizes wife disappeared follows beach see helplessly consumed vhagar command next day show laena remains daughter rampart leave
474,following laena death body brought back driftmark funeral take place vaemond velaryon charge funeral speech daemon laugh reflection blood snack follows daemon stay away others exchange glance rhaenyra viserys brother end coming see daemon see damage disease brother viserys offer return king landing daemon refuse considering pentos new home viserys insists daemon flatly refuse leaf brother place
475,funeral daemon talk rhaenyra beach princess tell uncle situation laenor spiraling control even trying keep appearance unlike rhaenyra explains tried conceive child without joy success reveals ser harwin strong indeed father three child rhaenyra confides trusted regret held back daemon belief hightowers responsible strong death rhaenyra blame daemon abandoned life become droll tragedy prince retort spared child question relationship laena daemon tell happy enough rhaenyra offer condolence princess kiss telling longer child two go take refuge abandoned wooden wreck beach make love first time
476,soon return castle find child fought aemond targaryen listen child alicent rhaenyra argue viserys asks peace alicent attempt attack lucerys velaryon mother protects daemon stop criston cole heading towards queen alicent wound rhaenyra valyrien steel dagger daemon close rhaenyra face alicent
477,day daemon reunites rhaenyra princess offer marry according targaryen custom order consolidate place heir throne complicity ser qarl correy fake laenor death daemon kill guard resembling heir driftmark qarl laenor pretend quarrel front servant laenor death daemon rhaenyra marry dragonstone front child maester gerardys according targaryen custom cut lip palm hand steel knife mix blood drink cup
478,personality
479,many aspect daemon opposite kind peaceful brother fierce unpredictable brave 9 much like jaime lannister prior maiming oberyn martell rash arrogant aggressive quarrelsome miss chance war 5 committing cold blooded murder 8 suit interest prefers resolve conflict force rather diplomacy 10 however daemon loyal family love brother rhaenyra child else
480,family tree
481,1 jaehaerys thirteen child simplicity direct ancestor future generation family tree exact order birth thirteen child correct order aegon daenerys aemon baelon alyssa maegelle vaegon daella saera viserra gaemon valerion gael
482,2 jacaerys lucerys joffrey officially laenor rhaenyra never biological issue three son fact fathered harwin strong
483,quote
484,spoken daemon
485,daemon heard father hosting tournament honor
486,rhaenyra tournament heir
487,daemon said
488,— daemon rhaenyra src
489,took command watch stray mongrel starving undisciplined pack hound sated honed hunt brother city fallen squalor crime every breed allowed thrive longer beginning tonight king landing learn fear color gold
490,―daemon city watch
491,otto prince would show devotion lady wife work grace seen vale runestone quite time
492,daemon think bronze bitch happier absence
493,otto lady rhea wife good honorable lady vale
494,daemon vale men said fuck sheep instead woman assure sheep prettier
495,— daemon otto hightower src
496,viserys family destroyed instead side rhaenyra chose celebrate rise laughing whore lickspittles ally court ever defended yet everything given thrown back face
497,daemon ever tried send away vale city watch anywhere side ten year king yet asked hand
498,viserys would
499,daemon brother blood dragon run thick
500,— daemon viserys src
501,pleasure daemon targaryen prince dragonstone rightful heir iron throne announce take second wife tradition old valyria assume title lady mysaria dragonstone grace child dragon egg placed babe cradle custom house targaryen
502,―daemon letter small council
503,daemon ser crispin
504,criston ser criston cole prince
505,daemon ah yes apology recall
506,criston perhaps prince recall knocked horse
507,— daemon criston cole src
508,otto mad never survive
509,daemon well happily neither would
510,otto choose violence declare war king
511,daemon wonderful
512,— daemon otto hightower src
513,daemon marriage political arrangement wed like
514,rhaenyra men marriage might political arrangement woman like death sentence
515,daemon would would rid bronze bitch age ago
516,rhaenyra wife fortunate put child
517,daemon doubt child could grow hostile environs
518,— daemon rhaenyra src
519,live life fear forsake best part
520,―daemon targaryen
521,u capable depravity would believe
522,―daemon targaryen
523,keep tongue
524,―daemon right decapitating vaemond velaryon
525,dream make u king dragon
526,―daemon targaryen
527,spoken daemon
528,daemon targaryen rider caraxes wielder dark sister king replace
529,―mysaria
530,daemon remain uncontested heir could destabilize realm
531,―mellos
532,otto one know daemon would king one doubt ambition look gold cloak city watch fiercely loyal army two thousand strong
533,viserys army gave otto named daemon master law said tyrant master coin said spendthrift would beggar realm putting daemon command city watch solution
534,otto half measure grace truth daemon far away court
535,viserys daemon brother blood place court
536,— otto hightower viserys targaryen src
537,daemon ambition yes throne lack patience
538,―viserys targaryen
539,daemon would second maegor worse impulsive violent duty council protect king realm
540,―otto hightower
541,vaemond man happily go death show knight march hell pit nephew show madman
542,laenor daemon
543,vaemond daemon losing
544,laenor least fighting war role played council uncle master complaint
545,— vaemond laenor velaryon src
546,king landing support daemon u
547,―vaemond velaryon
548,said rhaenyra greatest weapon dragon husband daemon expert battlefield well accomplished strategist rogue prince called one feared men day
549,―munkun
550,behind scene
551,daemon targaryen revealed lead character house dragon august 17 2020 december 11 2020 hbo announced matt smith signed series character breakdown read follows
552,younger brother king viserys heir throne peerless warrior dragonrider daemon posse true blood dragon said whenever targaryen born god toss coin air…
553,―hbo
554,book
555,daemon controversial man lifetime audacious rogue prince adventurer seemed composed good evil equal measure never man simultaneously loved reviled hero others blackest villain
556,younger son baelon targaryen daemon became one experienced warrior generation constant fighting knighted age sixteen grandfather king jaehaerys targaryen gave valyrian steel sword dark sister daemon rode dragon caraxes powerful beast flew constant campaign stepstones soon becoming battle hardened targaryen dragon caraxes might battle enough match even mighty vhagar largest dragon last three brought westeros aegon conqueror sister
557,daemon served brother viserys small council time master coin master law grew bored administrative work became new lord commander city watch reorganized watch loosely assembled poorly equipped group street tough formal institution known ever since giving trademark gold cloak daemon vigorously enforced order alley city also well known rabble rouser socializing city dreg long played rule face became known every cut purse whore gambler flea bottom
558,several major occasion daemon clashed brother matter succession reconcile later beginning viserys reign daemon wanted named heir ahead brother child daughter rhaenyra great council 101 ac put viserys throne ahead cousin rhaenys favored male proximity primogeniture daemon assumed would named heir ahead niece rhaenyra much father baelon named heir ahead niece rhaenys daemon behavior wild unpredictable however viserys still loved brother hesitated formally name official heir throne
559,appearance
560,history lore – dragon illustrated
561,history lore – dance dragon illustrated
562,– heir dragon
563,– rogue prince
564,– second name
565,– king narrow sea
566,– light way
567,– princess queen
568,– driftmark
569,– lord tide
570,– green council mentioned
571,– black queen
572,reference
573,↑ 1 0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 house dragon season 1 episode 1 heir dragon
574,↑ history lore season 5 featurette 15 dance dragon
575,↑ house dragon official website hbo series hbo com
576,↑ http www hbo com house dragon character guide daemon targaryen
577,↑ 5 0 5 1 5 2 5 3 5 4 house dragon season 1 episode 2 rogue prince
578,↑ 6 0 6 1 6 2 6 3 house dragon season 1 episode 3 second name
579,↑ 7 0 7 1 7 2 7 3 7 4 7 5 house dragon season 1 episode 4 king narrow sea
580,↑ 8 0 8 1 8 2 house dragon season 1 episode 5 light way
581,↑ http www hbo com house dragon character guide daemon targaryen
582,↑ house dragon season 1 episode 10 black queen
583,note
584,↑ according emma arcy interview independent daemon targaryen 31 year old heir dragon take place 112 ac therefore born 81 ac book
585,↑ high valyrian daemon targārien
586,external link
587,daemon targaryen wiki ice fire major spoiler house dragon lord commander kingsguard recognize authority king one place
588,―harrold resigns post
589,ser harrold westerling knight house westerling lord commander viserys targaryen kingsguard following death ser ryam redwyne 2
590,biography
591,background
592,harrold one longest serving member kingsguard powerful knight successful military background named kingsguard reign jaehaerys king viserys assigned rhaenyra targaryen sworn shield 3
593,house dragon season 1
594,dragonpit harrold welcome back princess rhaenyra returned ride dragon syrax rhaenyra asks look relieved responds relieved every time golden dragon brings back unharmed save head spike escort carriage princess alicent hightower travel back red keep 4
595,harrold tell rhaenyra uncle prince daemon secretly returned red keep leading princess great hall shocked find daemon sitting iron throne rhaenyra reassuring alright 4
596,harrold guard princess royal box heir tournament informs rhaenyra ser criston cole stating know common born son lord dondarrion steward unhorsed baratheon challenger tournament 4
597,harrold present kingsguard brother funeral queen aemma prince baelon cremated syrax flame 4
598,harrold protects king viserys great hall confronts brother daemon dubbing baelon heir day draw sword move block daemon path try step toward king seated iron throne 4
599,harrold present kingsguard brother ceremony naming rhaenyra princess dragonstone heir iron throne 4
600,ser ryam redwyne death harrold appointed lord commander kingsguard 5
601,funeral laena velaryon harrold gently corrects viserys mistakenly refers alicent aemma later break fight royal child declaring horror prince aemond maiming viserys attempt learn truth happened harrold remains silently guard breaking glare criston snicker comment queen alicent regarding laenor velaryon alicent move attack prince lucerys harrold attempt keep order ordering kingsguard back ordering criston restrained attempt assist queen 6
602,six year event driftmark harrold arranges welcome rhaenyra daemon 7
603,death king viserys harrold criston stand guard small council discus happen next criston kill lyman beesbury harrold draw sword demand stand remove cloak criston defiantly draw sword response back alicent command harrold continues stand guard disbelief otto command go dragonstone assassinate rhaenyra causing harrold remove cloak resign post 8
604,personality
605,harrold chivalrous honorable 9 loyal king viserys princess rhaenyra 1
606,behind scene
607,harrold westerling revealed recurring character house dragon december 8 2020 september 24 2021 hbo announced graham mctavish signed series character breakdown read follows
608,ser harrold served kingsguard since day king jaehaerys paragon chivalry honor
609,―hbo
610,episode green council harrold confrontation criston cole originally included moment would told criston rat red keep honor according mctavish disappointed line made final cut understood likely reasoning someone ill tempered criston cole would likely reacted violently insult thus affecting plot significantly 10
611,book
612,harrold briefly mentioned one sentence fire blood mentioned main song ice fire novel
613,unclear harrold related johanna westerling marries lord jason lannister become lady casterly rock fairly prominent recurring character
614,112 ac harrold westerling actually died old age middle viserys reign two year wedding rhaenyra laenor thus tv version harrold seems condensed together aspect one two kingsguard member time period
615,coincidentally book harrold westerling grand maester runciter died within month mellos appointed replace runciter thus harrold never met mellos teaser trailer revealed tv version merged runciter mellos one character named mellos therefore grand maester beginning viserys reign result tv mellos expanded appear earlier book tv harrold expanded appear later book overlap second teaser trailer clearly show mellos harrold standing next event early viserys reign
616,appearance
617,– heir dragon
618,– rogue prince
619,– second name
620,– king narrow sea
621,– light way
622,– princess queen
623,– driftmark
624,– lord tide
625,– green council
626,reference
627,↑ 1 0 1 1 http www hbo com house dragon character guide harrold westerling
628,↑ house dragon official website hbo series hbo com
629,↑ illuminerdi house dragon fire blood character confirmed game throne prequel
630,↑ 4 0 4 1 4 2 4 3 4 4 4 5 house dragon season 1 episode 1 heir dragon
631,↑ house dragon season 1 episode 2 rogue prince
632,↑ house dragon season 1 episode 7 driftmark
633,↑ house dragon season 1 episode 8 lord tide
634,↑ house dragon season 1 episode 9 green council
635,↑ http www hbo com house dragon cast character
636,↑ house dragon upright knight graham mctavish mus ser harrold post season 1 finale fate
637,external link find friend lately like believe still lady alicent anyone see look queen
638,―alicent hightower
639,queen alicent hightower second wife king viserys targaryen daughter ser otto hightower hand king
640,biography
641,background
642,alicent hightower daughter ser otto hightower hand king number brother eldest ser gwayne hightower early age lived red keep grown among royal family 2
643,house dragon season 1
644,dragonpit alicent greets princess rhaenyra targaryen returned ride dragon syrax rhaenyra asks would like accompany dragonback sometime politely decline alicent travel princess back red keep carriage alicent rhaenyra pay visit heavily pregnant queen aemma chamber 3
645,later day alicent try go history book rhaenyra godswood red keep first interested alicent brings approaching birth king viserys queen aemma child state could overshadow displace princess position line succession boy alicent shocked rhaenyra rip page book warning princess septum marlow happy rhaenyra responds profanity state care septum laugh walk arm arm 3
646,alicent sits beside princess royal box heir tournament informs rhaenyra house cole stormlands whisper rhaenyra court gossip involving betrothal lady elinor stokeworth young massey squire alleging elinor already child alicent anxious prince daemon targaryen chooses eldest brother ser gwayne hightower first opponent joust biting fingernail rhaenyra grab hand reassuringly frightened putting hand mouth daemon trip gwayne horse throwing saddle injuring face daemon asks alicent favor obliges look father ser otto placing laurel wreath daemon lance later amazed discover ser criston cole dornish 3
647,alicent attends funeral queen aemma prince baelon 3
648,alicent later summoned tower hand father embraced otto asked rhaenyra coping mother brother death told go offer condolence grieving king chamber told stop biting fingernail wear one mother dress 3
649,alicent escorted king viserys chamber lord commander kingsguard ser ryam redwyne brings favorite history book king passionate subject viserys thanks moment silence brings mother death stating people spoke riddle wishing someone said sorry happened offer condolence king happened wife son 3
650,alicent father attendance ceremony naming rhaenyra princess dragonstone heir iron throne 3
651,father urging alicent becomes closer king spends time privately learns lot old valyria two indeed become close inform rhaenyra growing bond knowing potential disastrous consequence revelation 4
652,alicent visit sept rhaenyra offer reassurance doubt father choice heir two pray mother alicent teaching rhaenyra alicent confesses rhaenyra way feel close mother 4
653,viserys informs alicent lord corlys velaryon offered daughter laena velaryon marriage proposal though unhappy news alicent nonetheless assures viserys laena would good match reveals stonemason fix dragon model broken earlier viserys thanks gift 4
654,father prepares leave dragonstone retrieve dragon egg stolen prince daemon alicent help dress notice skin around finger picked anxiety asks comely girl court damage hand inquires visiting king tonight agrees plea 4
655,alicent summoned small council meeting viserys announces intention marry alicent look guiltily rhaenyra furious secret kept storm chamber 4
656,alicent viserys marry alicent soon give birth first son prince aegon 5
657,two year later royal hunt organized celebrate aegon ’ second nameday alicent pregnant hunting party prepares departure rhaenyra noticeably missing alicent knowing likely go godswood red keep rhaenyra reading serenaded minstrel named samwell alicent dismisses samwell overriding rhaenyra ’ insistence stay try make friendly overture friend turned stepdaughter rhaenyra disinclined listen storm 5
658,alicent ride royal carriage viserys rhaenyra road kingswood hunt held alicent viserys try make conversation rhaenyra still angry refuse participate 5
659,upon arriving kingswood alicent viserys emerge carriage baby aegon several gathered lord lady notably alicent ’ uncle lord hobert hightower applaud hail second name 5
660,alicent sits lady realm including ceira lannister joselyn redwyne lynesse hightower joined larys strong due clubfoot unfit hunting thus wish sit lady discus capture johanna swann triarchy war stepstones lady ceira asks rhaenyra shown update war denies knowledge ceira implies rhaenyra usurping daemon ’ place viserys ’ heir alicent stand friend saying suited role daemon alicent listens silently lady joselyn criticizes viserys inaction regarding stepstones look amused rhaenyra snap back 5
661,night alicent watch worriedly viserys drowns wine join front pyre spill feeling telling targaryen dragon dream dream placing son upon iron throne expressing tremendous guilt causing wife death pursuit dream say named rhaenyra heir mean setting thing right never imagined would remarry son wonder wrong name rhaenyra heir though alicent try assure made right choice 5
662,next day alicent rest party watch surprise rhaenyra return camp boar ser criston cole killed 5
663,returning king ’ landing hunt alicent visited father point aegon birth united men ended fifteen year uncertainty doubt tell alicent must convince viserys name aegon heir realm would descend chaos rhaenyra named instead matter good queen may prove alicent unhappy idea raising aegon steal sister birthright 5
664,alicent visit viserys broach topic succession instead discus matter rhaenyra betrothal alicent telling viserys marry unless think choice alicent discovers letter viserys sent vaemond velaryon brother lord corlys informing fighting stepstones going poorly pleading aid viserys reluctant send long would make look weak remark forever doomed anger one person pleasing another alicent simplifies problem king viserys must serve realm realm benefit crabfeeder vanquished sufficiently sway viserys 5
665,alicent later give birth daughter 6 named helaena 7
666,time later feast held godswood honor daemon ’ victory stepstones alicent listens viserys daemon exchange story talk mother conversation joined rhaenyra supposed tour find husband attempt break awkward silence alicent asks daemon would like see new tapestry norvos qohor display gallery annoyance viserys laugh suggestion daemon interest thing 6
667,rhaenyra tersely excused father alicent go sit point rhaenyra lucky able choose husband lady ’ get choice rhaenyra counter men wanting marry want bloodline advance status alicent say still think sound romantic rhaenyra blurts see romantic marrying locked castle made squeeze heir alicent wounded statement exactly describes situation life rhaenyra grasp hand apologizes alicent informs rhaenyra viserys frustrated come home went great effort arrange tour however glad rhaenyra come home feel friend lately – people look “ queen ” rhaenyra responds missed alicent bond two somewhat repaired 6
668,night viserys taking bath alicent dismisses handmaiden personally bathe viserys ’ new sore sitting throne comment touch feel far kinder later alicent receives summons viserys though quietly protest due lateness hour reluctantly join chamber endures boring pleasureless sex ailing husband old enough father alicent look bored disinterest couple though whenever viserys turn face switch fake smile dutiful wife 6
