id,paragraphs,words,word_count
1773,The mark disease well known . It began simply enough chill . Victims would complain cold throw fresh log fire huddle blanket pile fur . Some would call hot soup mulled wine reason beer . Neither blanket soup could stay progress pestilence . Soon shivering would begin mild first trembling shudder inexorably growing worse . Gooseprickles would march victim ’,"['The', 'mark', 'disease', 'well', 'known', '.', 'It', 'began', 'simply', 'enough', 'chill', '.', 'Victims', 'would', 'complain', 'cold', 'throw', 'fresh', 'log', 'fire', 'huddle', 'blanket', 'pile', 'fur', '.', 'Some', 'would', 'call', 'hot', 'soup', 'mulled', 'wine', 'reason', 'beer', '.', 'Neither', 'blanket', 'soup', 'could', 'stay', 'progress', 'pestilence', '.', 'Soon', 'shivering', 'would', 'begin', 'mild', 'first', 'trembling', 'shudder', 'inexorably', 'growing', 'worse', '.', 'Gooseprickles', 'would', 'march', 'victim', '’']",60
1775,limb like conquering army . By afflicted would shivering violently teeth would chatter hand foot would begin convulse twitch . When victim ’ lip turned blue began cough blood end nigh . Once first chill felt course Shivers swift . Death could come within day one victim every five recovered .,"['limb', 'like', 'conquering', 'army', '.', 'By', 'afflicted', 'would', 'shivering', 'violently', 'teeth', 'would', 'chatter', 'hand', 'foot', 'would', 'begin', 'convulse', 'twitch', '.', 'When', 'victim', '’', 'lip', 'turned', 'blue', 'began', 'cough', 'blood', 'end', 'nigh', '.', 'Once', 'first', 'chill', 'felt', 'course', 'Shivers', 'swift', '.', 'Death', 'could', 'come', 'within', 'day', 'one', 'victim', 'every', 'five', 'recovered', '.']",51
1776,All maesters knew . What know Shivers came stop cure . Poultices tried potion . Hot mustard dragon pepper suggested wine spiced snake venom made lip go numb . The afflicted immersed tub hot water heated almost point boiling . Green vegetable said cure raw fish red meat bloodier better . Certain healer dispensed meat advised patient drink blood . Various smoke inhalation burning leaf tried . One lord commanded men build fire around surrounding wall flame .,"['All', 'maesters', 'knew', '.', 'What', 'know', 'Shivers', 'came', 'stop', 'cure', '.', 'Poultices', 'tried', 'potion', '.', 'Hot', 'mustard', 'dragon', 'pepper', 'suggested', 'wine', 'spiced', 'snake', 'venom', 'made', 'lip', 'go', 'numb', '.', 'The', 'afflicted', 'immersed', 'tub', 'hot', 'water', 'heated', 'almost', 'point', 'boiling', '.', 'Green', 'vegetable', 'said', 'cure', 'raw', 'fish', 'red', 'meat', 'bloodier', 'better', '.', 'Certain', 'healer', 'dispensed', 'meat', 'advised', 'patient', 'drink', 'blood', '.', 'Various', 'smoke', 'inhalation', 'burning', 'leaf', 'tried', '.', 'One', 'lord', 'commanded', 'men', 'build', 'fire', 'around', 'surrounding', 'wall', 'flame', '.']",78
1777,In winter 59 AC Shivers entered east moved across Blackwater Bay Blackwater Rush . Even King ’ Landing island crownlands felt chill . Edwell Celtigar Maegor ’ one time Hand much despised master coin first lord die . His son heir followed grave three day later . Lord Staunton died Rook ’ Rest wife . Their child frightened sealed inside bedchamber barred door save . On Dragonstone queen ’ beloved Septa Edyth perished . On Driftmark Daemon Velaryon Lord Tides recovered point death second son three daughter borne away . Lord Bar Emmon Lord Rosby Lady Jirelle Maidenpool…the bell tolled many lesser men woman besides .,"['In', 'winter', '59', 'AC', 'Shivers', 'entered', 'east', 'moved', 'across', 'Blackwater', 'Bay', 'Blackwater', 'Rush', '.', 'Even', 'King', '’', 'Landing', 'island', 'crownlands', 'felt', 'chill', '.', 'Edwell', 'Celtigar', 'Maegor', '’', 'one', 'time', 'Hand', 'much', 'despised', 'master', 'coin', 'first', 'lord', 'die', '.', 'His', 'son', 'heir', 'followed', 'grave', 'three', 'day', 'later', '.', 'Lord', 'Staunton', 'died', 'Rook', '’', 'Rest', 'wife', '.', 'Their', 'child', 'frightened', 'sealed', 'inside', 'bedchamber', 'barred', 'door', 'save', '.', 'On', 'Dragonstone', 'queen', '’', 'beloved', 'Septa', 'Edyth', 'perished', '.', 'On', 'Driftmark', 'Daemon', 'Velaryon', 'Lord', 'Tides', 'recovered', 'point', 'death', 'second', 'son', 'three', 'daughter', 'borne', 'away', '.', 'Lord', 'Bar', 'Emmon', 'Lord', 'Rosby', 'Lady', 'Jirelle', 'Maidenpool…the', 'bell', 'tolled', 'many', 'lesser', 'men', 'woman', 'besides', '.']",106
1778,All across Seven Kingdoms noble humble alike struck . The old young risk men woman prime life spared . The roll taken included greatest lord noblest lady valiant knight . Lord Prentys Tully died shivering Riverrun followed day later Lady Lucinda . Lyman Lannister mighty Lord Casterly Rock taken together sundry lord westerlands Lord Marbrand Ashemark Lord Tarbeck Tarbeck Hall Lord Westerling Crag . At Highgarden Lord Tyrell,"['All', 'across', 'Seven', 'Kingdoms', 'noble', 'humble', 'alike', 'struck', '.', 'The', 'old', 'young', 'risk', 'men', 'woman', 'prime', 'life', 'spared', '.', 'The', 'roll', 'taken', 'included', 'greatest', 'lord', 'noblest', 'lady', 'valiant', 'knight', '.', 'Lord', 'Prentys', 'Tully', 'died', 'shivering', 'Riverrun', 'followed', 'day', 'later', 'Lady', 'Lucinda', '.', 'Lyman', 'Lannister', 'mighty', 'Lord', 'Casterly', 'Rock', 'taken', 'together', 'sundry', 'lord', 'westerlands', 'Lord', 'Marbrand', 'Ashemark', 'Lord', 'Tarbeck', 'Tarbeck', 'Hall', 'Lord', 'Westerling', 'Crag', '.', 'At', 'Highgarden', 'Lord', 'Tyrell']",68
1780,sickened survived perish drunk fall horse four day recovery . Rogar Baratheon untouched Shivers son daughter Queen Alyssa stricken recovered yet brother Ser Ronnal died wife brother .,"['sickened', 'survived', 'perish', 'drunk', 'fall', 'horse', 'four', 'day', 'recovery', '.', 'Rogar', 'Baratheon', 'untouched', 'Shivers', 'son', 'daughter', 'Queen', 'Alyssa', 'stricken', 'recovered', 'yet', 'brother', 'Ser', 'Ronnal', 'died', 'wife', 'brother', '.']",28
1781,The great port city Oldtown especially hard hit losing quarter population . Eustace Hightower returned alive Alys Westhill ’ ill fated voyage across Sunset Sea survived wife child fortunate . Nor grandsire Lord Hightower . Donnel Delayer could delay death . He died shivering . So High Septon twoscore Most Devout fully third archmaesters maesters acolyte novice Citadel .,"['The', 'great', 'port', 'city', 'Oldtown', 'especially', 'hard', 'hit', 'losing', 'quarter', 'population', '.', 'Eustace', 'Hightower', 'returned', 'alive', 'Alys', 'Westhill', '’', 'ill', 'fated', 'voyage', 'across', 'Sunset', 'Sea', 'survived', 'wife', 'child', 'fortunate', '.', 'Nor', 'grandsire', 'Lord', 'Hightower', '.', 'Donnel', 'Delayer', 'could', 'delay', 'death', '.', 'He', 'died', 'shivering', '.', 'So', 'High', 'Septon', 'twoscore', 'Most', 'Devout', 'fully', 'third', 'archmaesters', 'maesters', 'acolyte', 'novice', 'Citadel', '.']",59
1782,In realm place sorely afflicted King ’ Landing 59 AC . Amongst dead two knight Kingsguard old Ser Sam Sour Hill good hearted Ser Victor Valiant along three lord council Albin Massey Qarl Corbray Grand Maester Benifer . Benifer served fifteen year time perilous prosperous coming Red Keep Maegor Cruel decapitated three immediate predecessor . “ An act singular courage singular stupidity ” sardonic successor would observe . “ I would lasted three day Maegor . ”,"['In', 'realm', 'place', 'sorely', 'afflicted', 'King', '’', 'Landing', '59', 'AC', '.', 'Amongst', 'dead', 'two', 'knight', 'Kingsguard', 'old', 'Ser', 'Sam', 'Sour', 'Hill', 'good', 'hearted', 'Ser', 'Victor', 'Valiant', 'along', 'three', 'lord', 'council', 'Albin', 'Massey', 'Qarl', 'Corbray', 'Grand', 'Maester', 'Benifer', '.', 'Benifer', 'served', 'fifteen', 'year', 'time', 'perilous', 'prosperous', 'coming', 'Red', 'Keep', 'Maegor', 'Cruel', 'decapitated', 'three', 'immediate', 'predecessor', '.', '“', 'An', 'act', 'singular', 'courage', 'singular', 'stupidity', '”', 'sardonic', 'successor', 'would', 'observe', '.', '“', 'I', 'would', 'lasted', 'three', 'day', 'Maegor', '.', '”']",77
1783,All dead would mourned missed immediate aftermath passing loss Qarl Corbray felt grievously . With commander dead many City Watch stricken shivering street alley King ’ Landing fell prey lawlessness license . Shops looted woman raped men robbed killed crime walking wrong street wrong time . King Jaehaerys sent forth Kingsguard household knight restore order soon choice call back .,"['All', 'dead', 'would', 'mourned', 'missed', 'immediate', 'aftermath', 'passing', 'loss', 'Qarl', 'Corbray', 'felt', 'grievously', '.', 'With', 'commander', 'dead', 'many', 'City', 'Watch', 'stricken', 'shivering', 'street', 'alley', 'King', '’', 'Landing', 'fell', 'prey', 'lawlessness', 'license', '.', 'Shops', 'looted', 'woman', 'raped', 'men', 'robbed', 'killed', 'crime', 'walking', 'wrong', 'street', 'wrong', 'time', '.', 'King', 'Jaehaerys', 'sent', 'forth', 'Kingsguard', 'household', 'knight', 'restore', 'order', 'soon', 'choice', 'call', 'back', '.']",60
1784,Amidst chaos His Grace would lose another lord Shivers ignorance hate . Rego Draz never taken residence Red Keep though ample room king made offer many time . The Pentoshi preferred manse Street Silk Dragonpit looming atop Hill Rhaenys . There could entertain,"['Amidst', 'chaos', 'His', 'Grace', 'would', 'lose', 'another', 'lord', 'Shivers', 'ignorance', 'hate', '.', 'Rego', 'Draz', 'never', 'taken', 'residence', 'Red', 'Keep', 'though', 'ample', 'room', 'king', 'made', 'offer', 'many', 'time', '.', 'The', 'Pentoshi', 'preferred', 'manse', 'Street', 'Silk', 'Dragonpit', 'looming', 'atop', 'Hill', 'Rhaenys', '.', 'There', 'could', 'entertain']",43
1786,concubine without suffering disapproval court . After ten year service Iron Throne Lord Rego grown quite stout longer chose ride . Instead moved manse castle back ornate gilded palanquin . Unwisely route took reeking heart Flea Bottom foulest lawless district city .,"['concubine', 'without', 'suffering', 'disapproval', 'court', '.', 'After', 'ten', 'year', 'service', 'Iron', 'Throne', 'Lord', 'Rego', 'grown', 'quite', 'stout', 'longer', 'chose', 'ride', '.', 'Instead', 'moved', 'manse', 'castle', 'back', 'ornate', 'gilded', 'palanquin', '.', 'Unwisely', 'route', 'took', 'reeking', 'heart', 'Flea', 'Bottom', 'foulest', 'lawless', 'district', 'city', '.']",42
1787,On dire day dozen Flea Bottom ’ le savory denizen chasing piglet alley chanced come upon Lord Rego moving street . Some drunk hungry—the piglet escaped them—and sight Pentoshi enraged man held master coin blame high cost bread . One wore sword . Three knife . The rest snatched stone stick swarmed palanquin driving Lord Rego ’ bearer spilling lordship onto ground . Onlookers said screamed help word none could understand .,"['On', 'dire', 'day', 'dozen', 'Flea', 'Bottom', '’', 'le', 'savory', 'denizen', 'chasing', 'piglet', 'alley', 'chanced', 'come', 'upon', 'Lord', 'Rego', 'moving', 'street', '.', 'Some', 'drunk', 'hungry—the', 'piglet', 'escaped', 'them—and', 'sight', 'Pentoshi', 'enraged', 'man', 'held', 'master', 'coin', 'blame', 'high', 'cost', 'bread', '.', 'One', 'wore', 'sword', '.', 'Three', 'knife', '.', 'The', 'rest', 'snatched', 'stone', 'stick', 'swarmed', 'palanquin', 'driving', 'Lord', 'Rego', '’', 'bearer', 'spilling', 'lordship', 'onto', 'ground', '.', 'Onlookers', 'said', 'screamed', 'help', 'word', 'none', 'could', 'understand', '.']",72
1788,When lordship raised hand ward blow raining gold gemstone glittered every finger attack grew frenzied still . A woman shouted “ He ’ Pentoshi . Them ’ bastard brung Shivers here. ” One men pried stone king ’ newly cobbled street brought upon Lord Rego ’ head red mash blood bone brain remained . Thus died Lord Air skull crushed one cobblestone helped king lay . Even assailant done . Before ran ripped fine clothes cut finger lay claim ring .,"['When', 'lordship', 'raised', 'hand', 'ward', 'blow', 'raining', 'gold', 'gemstone', 'glittered', 'every', 'finger', 'attack', 'grew', 'frenzied', 'still', '.', 'A', 'woman', 'shouted', '“', 'He', '’', 'Pentoshi', '.', 'Them', '’', 'bastard', 'brung', 'Shivers', 'here', '.', '”', 'One', 'men', 'pried', 'stone', 'king', '’', 'newly', 'cobbled', 'street', 'brought', 'upon', 'Lord', 'Rego', '’', 'head', 'red', 'mash', 'blood', 'bone', 'brain', 'remained', '.', 'Thus', 'died', 'Lord', 'Air', 'skull', 'crushed', 'one', 'cobblestone', 'helped', 'king', 'lay', '.', 'Even', 'assailant', 'done', '.', 'Before', 'ran', 'ripped', 'fine', 'clothes', 'cut', 'finger', 'lay', 'claim', 'ring', '.']",82
1789,When word reached Red Keep Jaehaerys Targaryen rode forth claim body surrounded Kingsguard . So wroth His Grace saw Ser Joffrey Doggett would say afterward “ When I looked upon face moment I looking uncle. ” The street full curious come see king gaze upon bloody corpse Pentoshi moneychanger . Jaehaerys wheeled horse shouted . “ I would name men . Speak well rewarded . Hold tongue lose them. ” Many watcher slunk away one barefoot girl came forward squeaking name .,"['When', 'word', 'reached', 'Red', 'Keep', 'Jaehaerys', 'Targaryen', 'rode', 'forth', 'claim', 'body', 'surrounded', 'Kingsguard', '.', 'So', 'wroth', 'His', 'Grace', 'saw', 'Ser', 'Joffrey', 'Doggett', 'would', 'say', 'afterward', '“', 'When', 'I', 'looked', 'upon', 'face', 'moment', 'I', 'looking', 'uncle', '.', '”', 'The', 'street', 'full', 'curious', 'come', 'see', 'king', 'gaze', 'upon', 'bloody', 'corpse', 'Pentoshi', 'moneychanger', '.', 'Jaehaerys', 'wheeled', 'horse', 'shouted', '.', '“', 'I', 'would', 'name', 'men', '.', 'Speak', 'well', 'rewarded', '.', 'Hold', 'tongue', 'lose', 'them', '.', '”', 'Many', 'watcher', 'slunk', 'away', 'one', 'barefoot', 'girl', 'came', 'forward', 'squeaking', 'name', '.']",84
1791,The king thanked commanded show knight man might found . She led Kingsguard wine sink villain discovered whore lap three Lord Rego ’ ring finger . Under torture soon gave name attacker taken one . One number claimed Poor Fellow cried wished take black . “ No ” Jaehaerys told . “ The Night ’ Watch men honor lower rats. ” Such men unworthy clean death sword axe ruled . Instead hung wall Red Keep disemboweled left twist died entrails swinging loose knee .,"['The', 'king', 'thanked', 'commanded', 'show', 'knight', 'man', 'might', 'found', '.', 'She', 'led', 'Kingsguard', 'wine', 'sink', 'villain', 'discovered', 'whore', 'lap', 'three', 'Lord', 'Rego', '’', 'ring', 'finger', '.', 'Under', 'torture', 'soon', 'gave', 'name', 'attacker', 'taken', 'one', '.', 'One', 'number', 'claimed', 'Poor', 'Fellow', 'cried', 'wished', 'take', 'black', '.', '“', 'No', '”', 'Jaehaerys', 'told', '.', '“', 'The', 'Night', '’', 'Watch', 'men', 'honor', 'lower', 'rats', '.', '”', 'Such', 'men', 'unworthy', 'clean', 'death', 'sword', 'axe', 'ruled', '.', 'Instead', 'hung', 'wall', 'Red', 'Keep', 'disemboweled', 'left', 'twist', 'died', 'entrails', 'swinging', 'loose', 'knee', '.']",85
1792,The girl led king killer kinder fate . Taken hand Queen Alysanne plunged tub hot water scrubbing . Her clothes burned head shaved fed hot bread bacon . “ There place castle want ” Alysanne told belly full . “ In kitchen stable wish . Do father ” The girl gave shy nod admitted . “ He one ’ belly cut open . The poxy one wi ’ stye. ” Then told Her Grace wanted work kitchen . “ That ’ keep bread . ”,"['The', 'girl', 'led', 'king', 'killer', 'kinder', 'fate', '.', 'Taken', 'hand', 'Queen', 'Alysanne', 'plunged', 'tub', 'hot', 'water', 'scrubbing', '.', 'Her', 'clothes', 'burned', 'head', 'shaved', 'fed', 'hot', 'bread', 'bacon', '.', '“', 'There', 'place', 'castle', 'want', '”', 'Alysanne', 'told', 'belly', 'full', '.', '“', 'In', 'kitchen', 'stable', 'wish', '.', 'Do', 'father', '”', 'The', 'girl', 'gave', 'shy', 'nod', 'admitted', '.', '“', 'He', 'one', '’', 'belly', 'cut', 'open', '.', 'The', 'poxy', 'one', 'wi', '’', 'stye', '.', '”', 'Then', 'told', 'Her', 'Grace', 'wanted', 'work', 'kitchen', '.', '“', 'That', '’', 'keep', 'bread', '.', '”']",86
1793,The old year ended new year began celebration anywhere Westeros mark coming 60th year since Aegon ’ Conquest . A year great bonfire lit public square men woman danced around drinking laughing whilst bell rang new year . One year later fire consuming corps bell tolling dead . The street King ’ Landing empty especially night alleyway deep snow icicle hung rooftop long spear .,"['The', 'old', 'year', 'ended', 'new', 'year', 'began', 'celebration', 'anywhere', 'Westeros', 'mark', 'coming', '60th', 'year', 'since', 'Aegon', '’', 'Conquest', '.', 'A', 'year', 'great', 'bonfire', 'lit', 'public', 'square', 'men', 'woman', 'danced', 'around', 'drinking', 'laughing', 'whilst', 'bell', 'rang', 'new', 'year', '.', 'One', 'year', 'later', 'fire', 'consuming', 'corps', 'bell', 'tolling', 'dead', '.', 'The', 'street', 'King', '’', 'Landing', 'empty', 'especially', 'night', 'alleyway', 'deep', 'snow', 'icicle', 'hung', 'rooftop', 'long', 'spear', '.']",65
1794,Atop Aegon ’ High Hill King Jaehaerys ordered gate Red Keep closed barred doubled watch castle wall . He queen child attended sunset service castle sept repaired Maegor ’ Holdfast modest meal retired bed .,"['Atop', 'Aegon', '’', 'High', 'Hill', 'King', 'Jaehaerys', 'ordered', 'gate', 'Red', 'Keep', 'closed', 'barred', 'doubled', 'watch', 'castle', 'wall', '.', 'He', 'queen', 'child', 'attended', 'sunset', 'service', 'castle', 'sept', 'repaired', 'Maegor', '’', 'Holdfast', 'modest', 'meal', 'retired', 'bed', '.']",35
1795,It hour owl Queen Alysanne awoken daughter shaking gently arm . “ Mother ” Princess Daenerys said “ I ’ cold . ”,"['It', 'hour', 'owl', 'Queen', 'Alysanne', 'awoken', 'daughter', 'shaking', 'gently', 'arm', '.', '“', 'Mother', '”', 'Princess', 'Daenerys', 'said', '“', 'I', '’', 'cold', '.', '”']",23
1797,There need dwell followed . Daenerys Targaryen darling realm could done man done . There prayer poultice hot soup scalding bath blanket fur hot stone nettle tea . The princess six year past weaned wet nurse summoned believed mother ’ milk could cure Shivers . Maesters came went septons septas prayed king commanded hundred new ratcatchers hired offered silver stag every dead rat grey black . Daenerys wanted kitten kitten brought though shivering grew violent squirmed grasp scratched hand . Near dawn Jaehaerys bolted foot shouting dragon needed daughter must dragon raven took wing Dragonstone instructing Dragonkeepers bring hatchling Red Keep .,"['There', 'need', 'dwell', 'followed', '.', 'Daenerys', 'Targaryen', 'darling', 'realm', 'could', 'done', 'man', 'done', '.', 'There', 'prayer', 'poultice', 'hot', 'soup', 'scalding', 'bath', 'blanket', 'fur', 'hot', 'stone', 'nettle', 'tea', '.', 'The', 'princess', 'six', 'year', 'past', 'weaned', 'wet', 'nurse', 'summoned', 'believed', 'mother', '’', 'milk', 'could', 'cure', 'Shivers', '.', 'Maesters', 'came', 'went', 'septons', 'septas', 'prayed', 'king', 'commanded', 'hundred', 'new', 'ratcatchers', 'hired', 'offered', 'silver', 'stag', 'every', 'dead', 'rat', 'grey', 'black', '.', 'Daenerys', 'wanted', 'kitten', 'kitten', 'brought', 'though', 'shivering', 'grew', 'violent', 'squirmed', 'grasp', 'scratched', 'hand', '.', 'Near', 'dawn', 'Jaehaerys', 'bolted', 'foot', 'shouting', 'dragon', 'needed', 'daughter', 'must', 'dragon', 'raven', 'took', 'wing', 'Dragonstone', 'instructing', 'Dragonkeepers', 'bring', 'hatchling', 'Red', 'Keep', '.']",102
1798,None mattered . A day half woken mother sleep complaining feeling cold little princess dead . The queen collapsed king ’ arm shaking violently feared Shivers . Jaehaerys taken back chamber given milk poppy help sleep . Though near exhaustion went next yard loosed Vermithor flew Dragonstone tell need hatchling . On return King ’ Landing drank cup dreamwine sent Septon Barth . “ How could happen ” demanded . “ What sin commit Why would god take How could happen ” But even Barth wise man answer .,"['None', 'mattered', '.', 'A', 'day', 'half', 'woken', 'mother', 'sleep', 'complaining', 'feeling', 'cold', 'little', 'princess', 'dead', '.', 'The', 'queen', 'collapsed', 'king', '’', 'arm', 'shaking', 'violently', 'feared', 'Shivers', '.', 'Jaehaerys', 'taken', 'back', 'chamber', 'given', 'milk', 'poppy', 'help', 'sleep', '.', 'Though', 'near', 'exhaustion', 'went', 'next', 'yard', 'loosed', 'Vermithor', 'flew', 'Dragonstone', 'tell', 'need', 'hatchling', '.', 'On', 'return', 'King', '’', 'Landing', 'drank', 'cup', 'dreamwine', 'sent', 'Septon', 'Barth', '.', '“', 'How', 'could', 'happen', '”', 'demanded', '.', '“', 'What', 'sin', 'commit', 'Why', 'would', 'god', 'take', 'How', 'could', 'happen', '”', 'But', 'even', 'Barth', 'wise', 'man', 'answer', '.']",89
1799,The king queen parent lose child Shivers thousand others highborn low knew pain winter . For Jaehaerys Alysanne however death beloved daughter must seemed especially cruel struck heart Doctrine Exceptionalism . Princess Daenerys Targaryen side blood Old Valyria running pure vein Valyrian descent like men . Targaryens purple eye hair gold silver ruled sky dragon doctrine Faith prohibition incest apply them…and get sick .,"['The', 'king', 'queen', 'parent', 'lose', 'child', 'Shivers', 'thousand', 'others', 'highborn', 'low', 'knew', 'pain', 'winter', '.', 'For', 'Jaehaerys', 'Alysanne', 'however', 'death', 'beloved', 'daughter', 'must', 'seemed', 'especially', 'cruel', 'struck', 'heart', 'Doctrine', 'Exceptionalism', '.', 'Princess', 'Daenerys', 'Targaryen', 'side', 'blood', 'Old', 'Valyria', 'running', 'pure', 'vein', 'Valyrian', 'descent', 'like', 'men', '.', 'Targaryens', 'purple', 'eye', 'hair', 'gold', 'silver', 'ruled', 'sky', 'dragon', 'doctrine', 'Faith', 'prohibition', 'incest', 'apply', 'them…and', 'get', 'sick', '.']",64
1800,Since Aenar Exile first staked claim Dragonstone,"['Since', 'Aenar', 'Exile', 'first', 'staked', 'claim', 'Dragonstone']",7
1802,known . Targaryens die pox bloody flux afflicted redspots brownleg shaking sickness would succumb wormbone clotted lung sourgut myriad pestilence contagion god reason see fit loose mortal men woman . There fire blood dragon reasoned purifying fire burned plague . It unthinkable pureborn princess die shivering common child .,"['known', '.', 'Targaryens', 'die', 'pox', 'bloody', 'flux', 'afflicted', 'redspots', 'brownleg', 'shaking', 'sickness', 'would', 'succumb', 'wormbone', 'clotted', 'lung', 'sourgut', 'myriad', 'pestilence', 'contagion', 'god', 'reason', 'see', 'fit', 'loose', 'mortal', 'men', 'woman', '.', 'There', 'fire', 'blood', 'dragon', 'reasoned', 'purifying', 'fire', 'burned', 'plague', '.', 'It', 'unthinkable', 'pureborn', 'princess', 'die', 'shivering', 'common', 'child', '.']",49
1803,And yet .,"['And', 'yet', '.']",3
1804,Even mourned sweet soul Jaehaerys Alysanne must also confronting awful realization . Mayhaps Targaryens close god believed . Mayhaps end men .,"['Even', 'mourned', 'sweet', 'soul', 'Jaehaerys', 'Alysanne', 'must', 'also', 'confronting', 'awful', 'realization', '.', 'Mayhaps', 'Targaryens', 'close', 'god', 'believed', '.', 'Mayhaps', 'end', 'men', '.']",22
1805,When Shivers finally ran course King Jaehaerys went back labor sadder heart . His first task grim one replacing friend councillor lost . Lord Manfryd Redwyne ’ eldest son Ser Robert named command City Watch . Ser Gyles Morrigen brought forth two good knight join Kingsguard His Grace duly presented Ser Ryam Redwyne Ser Robin Shaw white cloak . The able Albin Massey bent backed justiciar easily replaced . To fill seat king reached Vale Arryn summoned Rodrik Arryn erudite young Lord Eyrie queen first met boy ten .,"['When', 'Shivers', 'finally', 'ran', 'course', 'King', 'Jaehaerys', 'went', 'back', 'labor', 'sadder', 'heart', '.', 'His', 'first', 'task', 'grim', 'one', 'replacing', 'friend', 'councillor', 'lost', '.', 'Lord', 'Manfryd', 'Redwyne', '’', 'eldest', 'son', 'Ser', 'Robert', 'named', 'command', 'City', 'Watch', '.', 'Ser', 'Gyles', 'Morrigen', 'brought', 'forth', 'two', 'good', 'knight', 'join', 'Kingsguard', 'His', 'Grace', 'duly', 'presented', 'Ser', 'Ryam', 'Redwyne', 'Ser', 'Robin', 'Shaw', 'white', 'cloak', '.', 'The', 'able', 'Albin', 'Massey', 'bent', 'backed', 'justiciar', 'easily', 'replaced', '.', 'To', 'fill', 'seat', 'king', 'reached', 'Vale', 'Arryn', 'summoned', 'Rodrik', 'Arryn', 'erudite', 'young', 'Lord', 'Eyrie', 'queen', 'first', 'met', 'boy', 'ten', '.']",89
1806,The Citadel already sent Benifer ’ successor sharp tongued Grand Maester Elysar . Twenty year younger man whose chain donned Elysar never thought ’ feel need share . Some claimed Conclave sent King ’ Landing rid .,"['The', 'Citadel', 'already', 'sent', 'Benifer', '’', 'successor', 'sharp', 'tongued', 'Grand', 'Maester', 'Elysar', '.', 'Twenty', 'year', 'younger', 'man', 'whose', 'chain', 'donned', 'Elysar', 'never', 'thought', '’', 'feel', 'need', 'share', '.', 'Some', 'claimed', 'Conclave', 'sent', 'King', '’', 'Landing', 'rid', '.']",37
1807,Jaehaerys hesitated longest came selecting new lord treasurer master coin . Rego Draz however despised man great ability . “ I tempted say find men lying street truth told like find one sitting castle ” king told council . The Lord Air never married three bastard son learned business knee . Much king tempted reach one knew realm would never accept another Pentoshi . “ It must need lord ” concluded gloomily . Familiar name bandied Lannister Velaryon,"['Jaehaerys', 'hesitated', 'longest', 'came', 'selecting', 'new', 'lord', 'treasurer', 'master', 'coin', '.', 'Rego', 'Draz', 'however', 'despised', 'man', 'great', 'ability', '.', '“', 'I', 'tempted', 'say', 'find', 'men', 'lying', 'street', 'truth', 'told', 'like', 'find', 'one', 'sitting', 'castle', '”', 'king', 'told', 'council', '.', 'The', 'Lord', 'Air', 'never', 'married', 'three', 'bastard', 'son', 'learned', 'business', 'knee', '.', 'Much', 'king', 'tempted', 'reach', 'one', 'knew', 'realm', 'would', 'never', 'accept', 'another', 'Pentoshi', '.', '“', 'It', 'must', 'need', 'lord', '”', 'concluded', 'gloomily', '.', 'Familiar', 'name', 'bandied', 'Lannister', 'Velaryon']",78
1809,Hightower house built gold much steel . “ They proud ” Jaehaerys said .,"['Hightower', 'house', 'built', 'gold', 'much', 'steel', '.', '“', 'They', 'proud', '”', 'Jaehaerys', 'said', '.']",14
1810,It Septon Barth first proposed different name . “ The Tyrells Highgarden descended steward ” reminded king “ Reach broader westerlands different sort wealth young Martyn Tyrell might prove useful addition council . ”,"['It', 'Septon', 'Barth', 'first', 'proposed', 'different', 'name', '.', '“', 'The', 'Tyrells', 'Highgarden', 'descended', 'steward', '”', 'reminded', 'king', '“', 'Reach', 'broader', 'westerlands', 'different', 'sort', 'wealth', 'young', 'Martyn', 'Tyrell', 'might', 'prove', 'useful', 'addition', 'council', '.', '”']",34
1811,Lord Redwyne incredulous . “ The Tyrells dolt ” said . “ I sorry Your Grace liege lord but…the Tyrells dolt Lord Bertrand sot well . ”,"['Lord', 'Redwyne', 'incredulous', '.', '“', 'The', 'Tyrells', 'dolt', '”', 'said', '.', '“', 'I', 'sorry', 'Your', 'Grace', 'liege', 'lord', 'but…the', 'Tyrells', 'dolt', 'Lord', 'Bertrand', 'sot', 'well', '.', '”']",27
1812,“ That may ” Septon Barth admitted . “ Lord Bertrand grave however I speaking son . Martyn young eager I vouch quality wit . His wife however Fossoway girl Lady Florence counting apple since learned walk . She keeping account Highgarden since marriage said increased House Tyrell ’ income third . Should appoint husband would come court well I doubt . ”,"['“', 'That', 'may', '”', 'Septon', 'Barth', 'admitted', '.', '“', 'Lord', 'Bertrand', 'grave', 'however', 'I', 'speaking', 'son', '.', 'Martyn', 'young', 'eager', 'I', 'vouch', 'quality', 'wit', '.', 'His', 'wife', 'however', 'Fossoway', 'girl', 'Lady', 'Florence', 'counting', 'apple', 'since', 'learned', 'walk', '.', 'She', 'keeping', 'account', 'Highgarden', 'since', 'marriage', 'said', 'increased', 'House', 'Tyrell', '’', 'income', 'third', '.', 'Should', 'appoint', 'husband', 'would', 'come', 'court', 'well', 'I', 'doubt', '.', '”']",63
