start_hours,start_minutes,start_seconds,end_hours,end_minutes,end_seconds,text
0,46,34,0,46,36,"I found myself thinking
of your own mother today."
0,46,43,0,46,45,"- How is His Grace?
- Very low."
0,46,47,0,46,49,Which is why I sent for you.
0,46,54,0,46,58,"I thought you might go
to him, offer him comfort."
0,47,0,0,47,1,In his chambers?
0,47,8,0,47,10,I wouldn't know what to say.
0,47,10,0,47,12,Stop that.
0,47,13,0,47,15,He'll be glad of a visitor.
0,47,23,0,47,26,"You might wear one of
your mother's dresses."
0,48,1,0,48,3,"The Lady Alicent Hightower, Your Grace."
0,48,9,0,48,11,"What is it, Alicent?"
0,48,11,0,48,13,"I thought I might come and
look in on you, Your Grace."
0,48,15,0,48,16,I brought a book.
0,48,18,0,48,20,"That's very kind, thank you."
0,48,25,0,48,26,It's a favorite of mine.
0,48,27,0,48,30,"I do know how passionate
you are for the histories."
0,48,31,0,48,33,"Yes, I am."
0,48,50,0,48,51,When my mother died
0,48,53,0,48,55,people only ever spoke to me in riddles.
0,48,57,0,48,59,"All I wanted was for someone
to say that they were sorry"
0,48,59,0,49,1,for what happened to me.
0,49,4,0,49,6,"I'm very sorry, Your Grace."
0,49,52,0,49,53,Thank you.
0,49,55,0,49,58,The King's sole heir once again.
0,49,59,0,50,2,Might we drink to our future?
0,50,4,0,50,5,Quiet!
0,50,5,0,50,8,Your Prince will speak!
0,50,11,0,50,13,Silence!
0,50,18,0,50,20,"Before we begin, Your Grace"
0,50,20,0,50,24,"I have a report I feel
compelled to share."
0,50,26,0,50,27,Last night
0,50,28,0,50,31,"Prince Daemon bought out
one of the pleasure houses"
0,50,31,0,50,32,on the Street of Silk
0,50,33,0,50,36,to entertain officers of the City Watch
0,50,36,0,50,38,and other friends of his.
0,50,41,0,50,44,"King and Council have
long rued my position"
0,50,44,0,50,46,as next in line for the throne.
0,50,47,0,50,50,"But dream and pray as they all might,"
0,50,50,0,50,52,it seems I'm not so easily replaced.
0,50,55,0,50,57,"The gods give just
as the gods take away."
0,50,57,0,50,59,He toasted Prince Baelon.
0,50,59,0,51,1,To the King's son.
0,51,1,0,51,3,Styling him...
0,51,4,0,51,6,the Heir for a Day.
0,51,13,0,51,17,"I corroborated this report
with three separate witnesses."
0,51,17,0,51,21,"The evening was, by all
accounts, a celebration."
0,51,23,0,51,26,"You cut the image of
the conqueror, brother."
0,51,27,0,51,28,Did you say it?
0,51,31,0,51,32,I don't know what you mean.
0,51,32,0,51,34,"You will address me as ""Your Grace"""
0,51,34,0,51,37,"or I will have my Kingsguard
cut out your tongue."
0,51,40,0,51,44,"""The Heir for a Day."" Did you say it?"
0,51,53,0,51,56,"We must all mourn in
our own way, Your Grace."
0,51,58,0,52,1,My family has just been destroyed.
0,52,2,0,52,5,"But instead of being by
my side, or Rhaenyra's"
0,52,5,0,52,7,you chose to celebrate your own rise!
0,52,8,0,52,11,"Laughing with your whores
and your lickspittles!"
0,52,13,0,52,16,You have no allies at court but me!
0,52,16,0,52,18,I have only ever defended you!
0,52,18,0,52,21,"Yet everything I've given you,
you've thrown back in my face."
0,52,21,0,52,23,You've only ever tried to send me away.
0,52,23,0,52,27,"To the Vale, to the City Watch,
anywhere but by your side."
0,52,27,0,52,29,Ten years you've been king
0,52,29,0,52,32,"and yet not once have you
asked me to be your Hand!"
0,52,32,0,52,35,"- Why would I do that?
- Because I'm your brother."
0,52,37,0,52,38,And the blood of the dragon runs thick.
0,52,38,0,52,40,Then why do you cut me so deeply?
0,52,40,0,52,44,"I've only ever spoken the truth. I
see Otto Hightower for what he is."
0,52,44,0,52,47,"- An unwavering and loyal Hand?
- A cunt."
0,52,48,0,52,50,"A second son who stands
to inherit nothing"
0,52,50,0,52,51,he doesn't seize for himself.
0,52,52,0,52,54,Otto Hightower is a more honorable man
0,52,54,0,52,56,"- than you could ever be.
- He doesn't protect you."
0,52,56,0,52,58,"- I would.
- From what?"
0,52,58,0,52,59,Yourself.
0,53,2,0,53,5,"You're weak, Viserys."
0,53,8,0,53,9,And that council of leeches knows it.
0,53,9,0,53,11,They all prey on you for their own ends.
0,53,16,0,53,18,I have decided to name a new heir.
0,53,18,0,53,21,"- I'm your heir.
- Not anymore."
0,53,22,0,53,25,"You are to return to Runestone
and your lady wife at once"
0,53,25,0,53,30,"and you are to do so without
quarrel by order of your King."
0,53,45,0,53,46,Your Grace.
0,54,43,0,54,44,Father.
0,54,48,0,54,50,Balerion was the last living creature
0,54,50,0,54,53,"to have seen Old
Valyria before the Doom."
0,54,55,0,54,57,Its greatness and its flaws.
0,54,58,0,55,0,"When you look at the
dragons, what do you see?"
0,55,0,0,55,1,What?
0,55,1,0,55,4,"You haven't spoken a word
to me since Mother's funeral"
0,55,4,0,55,6,"and now you send your
Kingsguard down..."
0,55,6,0,55,7,Answer me.
0,55,10,0,55,11,It's important.
0,55,12,0,55,13,What do you see?
0,55,20,0,55,23,"- I suppose I see us.
- Tell me."
0,55,24,0,55,28,"Everyone says Targaryens are
closer to gods than to men"
0,55,28,0,55,30,"but they say that
because of our dragons."
0,55,32,0,55,34,"Without them, we're
just like everyone else."
0,55,37,0,55,42,"The idea that we control
the dragons is an illusion."
0,55,44,0,55,47,"They're a power man should
never have trifled with."
0,55,48,0,55,50,One that brought Valyria its doom.
0,55,51,0,55,54,"If we don't mind our own histories,
it will do the same to us."
0,55,55,0,55,57,"Targaryen must understand
this to be King..."
0,55,58,0,56,0,or Queen.
0,56,4,0,56,5,"I'm sorry, Rhaenyra."
0,56,6,0,56,9,"I have wasted the years
since you were born"
0,56,9,0,56,11,wanting for a son.
0,56,22,0,56,24,You are the very best of your mother.
0,56,27,0,56,29,"And I believe it, I know she did"
0,56,29,0,56,32,that you could be a great ruling queen.
0,56,32,0,56,33,Daemon is your heir.
0,56,35,0,56,37,Daemon was not made to wear the crown.
0,56,38,0,56,39,But I believe that you were.
0,56,40,0,56,43,Corlys of House Velaryon
0,56,43,0,56,47,"Lord of the Tides and
Master of Driftmark."
0,56,47,0,56,50,"I, Corlys Velaryon"
0,56,50,0,56,53,"Lord of the Tides and
Master of Driftmark"
0,56,53,0,56,55,promise to be faithful to King Viserys
0,56,55,0,56,58,"and his named heir,
the Princess Rhaenyra."
0,56,58,0,57,0,I pledge fealty to them
0,57,0,0,57,3,"and shall defend them
against all enemies"
0,57,3,0,57,5,in good faith and without deceit.
0,57,9,0,57,12,"I swear this by the
old gods and the new."
0,57,15,0,57,17,"This is no trivial gesture, Rhaenyra."
0,57,17,0,57,19,A dragon's saddle is one thing
0,57,19,0,57,22,"but the Iron Throne is the most
dangerous seat in the realm."
0,57,23,0,57,25,"I, Lord Hobert Hightower"
0,57,25,0,57,27,"Beacon of the South,
Defender of the Citadel"
0,57,28,0,57,29,and Voice of Oldtown
0,57,29,0,57,32,promise to be faithful to King Viserys
0,57,32,0,57,35,"and his named heir,
the Princess Rhaenyra."
0,57,38,0,57,39,I pledge fealty to them
0,57,39,0,57,41,"and shall defend them
against all enemies"
0,57,41,0,57,44,in good faith and without deceit.
0,57,44,0,57,47,"I swear this by the
old gods and the new."
0,57,54,0,57,55,Give me your hand.
0,58,9,0,58,11,"I, Boremund Baratheon"
0,58,12,0,58,16,promise to be faithful to King Viserys.
0,58,17,0,58,21,"There's something else
that I need to tell you."
0,58,21,0,58,23,"It might be difficult
for you to understand"
0,58,23,0,58,25,but you must hear it.
0,58,26,0,58,27,Our histories
0,58,27,0,58,30,"they tell us that Aegon looked across
the Blackwater from Dragonstone"
0,58,30,0,58,33,saw a rich land ripe for the capture.
0,58,34,0,58,37,"But ambition alone is not
what drove him to conquest."
0,58,38,0,58,39,It was a dream.
0,58,40,0,58,42,"And just as Daenys
foresaw the end of Valyria"
0,58,42,0,58,45,"Aegon foresaw the end
of the world of men."
0,58,45,0,58,50,"'Tis to begin with a terrible winter
gusting out of the distant north."
0,58,50,0,58,53,"I, Rickon Stark, Lord of Winterfell..."
0,58,54,0,58,57,"Aegon saw absolute darkness
riding on those winds."
0,58,57,0,59,0,"And whatever dwells within will
destroy the world of the living."
0,59,1,0,59,4,"When this Great Winter comes, Rhaenyra"
0,59,4,0,59,7,all of Westeros must stand against it.
0,59,7,0,59,8,And if the world of men is to survive
0,59,8,0,59,11,"a Targaryen must be
seated on the Iron Throne."
0,59,11,0,59,13,A king or queen
0,59,13,0,59,16,"strong enough to unite the realm
against the cold and the dark."
0,59,19,0,59,22,"Aegon called his dream
""The Song of Ice and Fire."""
0,59,24,0,59,25,This secret...
0,59,26,0,59,29,"it's been passed from king
to heir since Aegon's time."
0,59,31,0,59,33,Now you must promise to carry it
0,59,34,0,59,35,and protect it.
0,59,38,0,59,39,"Promise me this, Rhaenyra."
0,59,44,0,59,45,Promise me.
0,59,51,0,59,56,"I, Viserys Targaryen, first of his name"
0,59,57,1,0,1,"King of the Andals, and the
Rhoynar, and the First Men"
1,0,2,1,0,6,"Lord of the Seven Kingdoms,
and Protector of the Realm"
1,0,7,1,0,8,do hereby name
1,0,9,1,0,11,Rhaenyra Targaryen
1,0,11,1,0,13,Princess of Dragonstone
1,0,13,1,0,16,and heir to the Iron Throne.
1,0,34,1,0,44,"<font color=""#ec14bd"">Sync & corrections by honeybunny
www.MY-SUBS.com</font>"
